molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL89934,CC1SC(C)(C)C(=O)N1CCCCN1CCN(c2csc3cc(F)ccc23)CC1,17.0,
CHEMBL297446,COc1cccc(NC(=O)NCCCN2CCCC(CCc3ccccc3)C2)c1,787.0,
CHEMBL184717,Cc1cc(N2CCN(C)CC2)nc2ccc(NC(=O)COc3ccc(Cl)cc3)cc12,2180.0,
CHEMBL194837,Cc1cc(OCCN(C)C)nc2ccc(NC(=O)COc3ccc(Cl)cc3Cl)cc12,0.61,
CHEMBL218206,Cc1ccc(C2=CC(NC(C)(C)C)=NCCN2)c(C)c1,71.0,
CHEMBL376753,CC(C)(C)NC1=NCCNC(c2ccccc2Cl)=C1,76.0,
CHEMBL218589,Cc1ccc(C2=CC(NC(C)(C)Cc3ccccc3)=NCCN2)cc1,2.4,
CHEMBL373966,CCC1(NC2=NCCNC(c3ccc(F)cc3F)=C2)CCCC1,1.1,
CHEMBL495678,O=S(=O)(NCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccc2ccccc2c1,95.0,
CHEMBL51,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,13.0,
CHEMBL519103,Cc1ccc2c(C(=O)Nc3ccc(Oc4cccnc4C)nc3)c[nH]c2c1,10000.0,
CHEMBL443922,CN(C)Cc1ccccc1Oc1ccc(Cl)c(Cl)c1,144.0,
CHEMBL488242,CNCc1ccccc1Oc1ccc(Cl)cc1,1050.0,
CHEMBL508192,CNC(C)c1ccccc1Oc1ccc(C)cc1,55.1,
CHEMBL487222,CNC(C)c1ccccc1Oc1ccc(Cl)cc1,179.0,
CHEMBL488434,CNCc1cc(F)ccc1Oc1ccc(Cl)cc1,495.0,
CHEMBL454656,CNCc1cc(F)ccc1Oc1ccc(-c2ccccc2)cc1,378.0,
CHEMBL527094,CNC(C)c1ccc(OC)cc1Oc1ccc(Cl)c(Cl)c1,88.0,
CHEMBL584554,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C(=O)Nc2ccccc2)C1,750.0,
CHEMBL606144,O=S(=O)(c1ccccc1)c1c[nH]c2cccc(CCN3CCCC3)c12,258.0,
CHEMBL595449,CN(C)Cc1nc(-c2ccc(C(C)(C)C)cc2)n(-c2cccc(O)c2)n1,10000.0,
CHEMBL600012,O=S(=O)(c1ccc2ccccc2c1)N(CCCN1CCN(c2ccccc2)CC1)CC1CCCCC1,0.7,
CHEMBL602087,O=S(=O)(c1ccc2ccccc2c1)N(CCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)CC1CCCCC1,13.1,
CHEMBL601457,O=S(=O)(c1cccc2ccccc12)N(CCCN1CCN(c2ccccc2)CC1)CC1CC1,171.0,
CHEMBL602873,COc1ccc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1-c1c(Br)cnn1C,0.7943,
CHEMBL1080726,Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3)CC2)cc(-c2ccccc2)n1C,92.0,
CHEMBL1080747,Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3)CC2)cc(-c2ccccc2)n1-c1ccc(F)cc1,22.9,
CHEMBL1087895,Cc1cccc(N2CCN(CCCNC(=O)c3cc(-c4ccccc4)n(Cc4ccccc4)c3C)CC2)c1C,224.0,
CHEMBL1080683,Cc1c(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(-c2ccccc2)n1C,175.0,
CHEMBL1088874,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCC2CCN(C(=O)c3ccccc3Cl)CC2)C1,10000.0,
CHEMBL1093802,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCN2CCN(C(=O)c3ccccc3F)CC2)C1,10000.0,
CHEMBL1089793,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCN2CCN(C(=O)c3cc(F)ccc3F)CC2)C1,10000.0,
CHEMBL1085155,Cn1nccc1-c1cc(NC(=O)c2cccc(C(F)(F)F)c2)ccc1OCCN1CCCC1,23.0,
CHEMBL1086754,Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(-c2ccccc2)n1C,46.0,
CHEMBL1213934,Cc1c(C(=O)NCCCN2CCN(c3cccc4cccnc34)CC2)cc(-c2ccccc2)n1C,352.0,
CHEMBL3216707,Cc1c(C(=O)NCCCN2CCN(c3ccncc3)CC2)cc(-c2ccccc2)n1C.Cl.Cl,4559.0,
CHEMBL1088163,CCCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)c1C,129.0,
CHEMBL1214304,CCCn1c(C)c(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)c1-c1ccccc1.Cl,25.0,
CHEMBL1214547,Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(-c2ccncc2)n1C,39.0,
CHEMBL1642116,CN1CCN(c2ccc3c(c2)N(S(=O)(=O)c2ccc4ccccc4c2)CCC3=O)CC1,366.0,
CHEMBL1642118,CC1CC(=O)c2ccc(N3CCN(C)CC3)cc2N1S(=O)(=O)c1ccc2ccccc2c1,1462.0,
CHEMBL3216083,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccc2c(c1)OCCO2.Cl.Cl.Cl.Cl,106.0,
CHEMBL3216746,Cc1cccc(N2CCN(CCCNC(=O)c3nc(C)n(CC(C)C)c3C)CC2)c1C.Cl.Cl,216.8,
CHEMBL3216081,COc1ccccc1-n1c(C)nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)c1C.Cl.Cl,144.0,
CHEMBL3216286,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3C)CC2)c(C)n1-c1ccccc1OC.Cl.Cl.Cl,171.0,
CHEMBL3216498,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3C)CC2)c(C)n1-c1ccc(F)cc1.Cl.Cl.Cl,54.0,
CHEMBL3215618,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)c(C)n1-c1ccc(F)cc1.Cl.Cl,31.0,
CHEMBL3216757,Cc1c(Cl)cccc1N1CCN(CC(O)CNC(=O)c2nc(-c3ccccc3)n(-c3ccccc3)c2C)CC1.Cl.Cl.Cl,57.0,
CHEMBL3216744,Cc1cccc(N2CCN(CC(O)CNC(=O)c3nc(C)n(CC(C)C)c3C)CC2)c1C.Cl.Cl,1011.0,
CHEMBL3216965,COc1ccc(-n2c(C)nc(C(=O)NCC(O)CN3CCN(c4cccc(Cl)c4C)CC3)c2C)cc1.Cl.Cl.Cl,56.0,
CHEMBL3216084,COc1ccc(-n2c(-c3ccccc3)nc(C(=O)NCC(O)CN3CCN(c4cccc(C)c4C)CC3)c2C)cc1.Cl.Cl,185.0,
CHEMBL3216077,Cc1cccc(N2CCN(C[C@H](O)CNC(=O)c3nc(C)n(-c4ccccc4F)c3C)CC2)c1C.Cl.Cl,270.0,
CHEMBL3216758,Cc1nc(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1.Cl.Cl.Cl.Cl,31.0,
CHEMBL3215848,Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc(-c2ccccc2)n1-c1ccccc1F.Cl.Cl.Cl.Cl,19.5,
CHEMBL221753,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],129.0,
CHEMBL296419,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,20.0,
CHEMBL64894,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],2627.0,
CHEMBL1385840,CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,28.0,
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,194.0,
CHEMBL334255,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],3173.0,
CHEMBL104,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,11142.0,
CHEMBL411,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,4790.0,
CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,4.195,
CHEMBL43064,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,360.0,
CHEMBL643,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,67.0,
CHEMBL715,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,5.016,
CHEMBL445,CNCCC=C1c2ccccc2CCc2ccccc21,51.0,
CHEMBL19215,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,0.395,
CHEMBL1411979,CN(C)CCN(Cc1cccs1)c1ccccn1,628.0,
CHEMBL1714574,CC(C)N1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,8175.0,
CHEMBL1471412,CN1CCC(N(C)S(=O)(=O)c2ccc(Cl)cc2)CC1,537.0,
CHEMBL1933398,CN1CCC(N(C)S(=O)(=O)c2ccccc2)CC1,1019.0,
CHEMBL1617116,CN1CCC(N(C)S(=O)(=O)c2ccc(C(C)(C)C)cc2)CC1,519.0,
CHEMBL1933411,Cc1cccc(S(=O)(=O)N(C)C2CCN(C)CC2)c1,3450.0,
CHEMBL18785,COc1ccc2[nH]cc(C3=CCNCC3)c2c1,1000.0,
CHEMBL2393237,COc1nc(N2CCN(C)CC2)nc2c1CCNCC2.Cl,10000.0,
CHEMBL2393235,CN1CCN(c2nc3c(c(N4CCOCC4)n2)CCNCC3)CC1.Cl,10000.0,
CHEMBL2393259,COCCNc1nc(Nc2ccc(F)cc2)c2cn[nH]c2n1,10000.0,
CHEMBL2393246,COc1cccc(Nc2nc(Cc3ccccc3)nc3c2CCNCC3)c1.Cl,84.4,
CHEMBL2393254,CN1CCN(c2nc(Nc3ccc(Cl)cc3)c3cn[nH]c3n2)CC1,28.8,
CHEMBL3398392,Cc1ccc(S(=O)(=O)n2cc(/C=N/N=C/N(C)C)c3c([N+](=O)[O-])cccc32)cc1,253.0,
CHEMBL3601021,CC1CCN(CCOc2ccc(C#Cc3ncc(-c4ccc(Cl)cc4)cc3F)cc2)CC1,3290.0,
CHEMBL3600973,CN(CCCc1ccc(-c2ccc(Cl)cc2)cc1)c1ccc(CN2CCCCC2)cc1,646.0,
CHEMBL3600979,Fc1ccc(-c2ccc(CCCNc3ccc(CN4CCCCC4)cc3)nn2)cc1,34.0,
CHEMBL3601039,O[C@@H]1CCCN(Cc2ccc(OCCCc3ccc(-c4ccc(Cl)cc4)nn3)cc2)C1,595.0,
CHEMBL3601044,OC1CCN(Cc2ccc(OCCCc3ccc(-c4ccc(F)cc4)nn3)cc2)CC1,242.0,
CHEMBL3601046,CC(=O)NC1CCN(Cc2ccc(OCCCc3ccc(Cc4ccccc4)nn3)cc2)CC1,10000.0,
CHEMBL3609158,OCCN1CCN(c2nc(Nc3ccc(F)cc3)c3ccccc3n2)CC1,21260.0,
CHEMBL1852514,Cc1cccc(N2CCN(CC(O)CNC(=O)c3nc(C)n(CC(C)C)c3C)CC2)c1C,1011.0,
CHEMBL1852777,Cc1c(C(=O)NCC(O)CN2CCN(c3cccc(Cl)c3Cl)CC2)nc(-c2ccccc2)n1-c1ccccc1,24.0,
CHEMBL3681359,CCc1nc(C(=O)NCC(O)CN2CCN(c3cccc(C)c3C)CC2)c(C)n1-c1ccccc1,469.0,
CHEMBL3681356,COc1ccccc1-n1c(C)nc(C(=O)NCC(O)CN2CCN(c3cccc(C)c3C)CC2)c1C,389.0,
CHEMBL1852361,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)cn1-c1ccc(Cl)cc1,32.4,
CHEMBL1852472,CCCc1nc(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1,39.0,
CHEMBL1852516,Cc1nc(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1,31.0,
CHEMBL1852811,CCc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1,48.0,
CHEMBL1852659,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccc(OC)cc1,5.17,
CHEMBL3681368,CCCc1nc(C(=O)NC[C@H](O)CN2CCN(c3cccc(Cl)c3Cl)CC2)cn1-c1ccc(Cl)cc1,264.0,
CHEMBL1852774,CCCc1nc(C(=O)NCC(O)CN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccc(OC)cc1,63.1,
CHEMBL3735756,COc1ccc(CCN(CCCc2ccccc2)CCc2ccc3c(c2)OCO3)cc1OC,5011.87,
CHEMBL51,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,0.35,
CHEMBL3775576,CNC(=O)c1ccc2[nH]nc(Cc3ccc4c(cnn4C)c3)c2c1,240.0,
CHEMBL1112,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,2790.0,
CHEMBL3806224,CNC(=O)c1cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1Cl,340.0,
CHEMBL3805262,CNC(=O)c1cc(F)cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,1320.0,
CHEMBL1256737,CS(=O)(=O)O.CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,56.0,
CHEMBL3652592,Cn1nccc1-c1cc(NC(=O)C(=O)c2ccc(F)cc2)ccc1OCCN,0.025,
CHEMBL3652595,Cn1ncc(Cl)c1-c1cc(NC(=O)C2CCC(C(F)(F)F)CC2)ccc1OCCN,0.26,
CHEMBL267930,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,5.67,
CHEMBL1214879,Cc1[nH]nc(C(=O)N2CCN(CC(=O)c3ccc(F)cc3)CC2)c1Br,4.6,
CHEMBL4065786,Cc1coc(CNc2nc(N)nc3ccn(Cc4ccccn4)c23)n1,2300.0,
CHEMBL4094458,Cc1cc(CNc2nc(N)nc3ccn(Cc4ccccn4)c23)no1,6200.0,
CHEMBL4098594,Cc1nc2n(c(=O)c1CCN1CCN(c3noc4cc(F)ccc34)CC1)CCCC2O,2.87,
CHEMBL4091554,Cc1nc2n(c(=O)c1CCN1CCN(c3cncc4sccc34)CC1)CCCC2O,65.4,
CHEMBL4101115,Cc1nc2n(c(=O)c1CCN1CCN(c3nsc4ccccc34)CC1)CCCC2Cl,60.0,
CHEMBL4102561,Cc1nc2c(O)cccn2c(=O)c1CCN1CCN(c2cccc3sccc23)CC1,71.3,
CHEMBL4128926,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c2ccccc12,0.64,
CHEMBL4209188,CNC(=O)c1cc(OCCCCN2CCN(c3cccc4sccc34)CC2)ccn1,154.0,
CHEMBL4210030,CNC(=O)c1cc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)ccn1,247.0,
CHEMBL4214642,CNC(=O)c1cccc(OCCCCN2CCN(c3nsc4cc(F)ccc34)CC2)n1,42.2,
CHEMBL2111101,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,9.0,
CHEMBL4289238,O=C1[C@@H]2[C@H](C(=O)N1CCCCN1CCN(c3cccc4sc(F)cc34)CC1)[C@H]1C=C[C@@H]2C1,82.3,
CHEMBL4279645,O=C1[C@@H]2[C@@H]3C[C@@H]([C@@H](O)[C@H]3O)[C@@H]2C(=O)N1CCCCN1CCN(c2cccc3sccc23)CC1,81.5,
CHEMBL4293999,O=C(CCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2c3c(c1)CCN3C(=O)CC2,257.4,
CHEMBL4534493,CCCCCCCCNC(=O)/C=C/c1cc(OC)c(OC)c(OC)c1,10000.0,
CHEMBL4646798,CCOC(=O)Cc1nn(CNC(=O)CCN2CCN(c3ccccc3OCC)CC2)c(=O)c2ccccc12,6380.0,
CHEMBL4641522,CCOC(=O)Cc1nn(CNC(=O)CCN2CCN(c3cccc(C)c3C)CC2)c(=O)c2ccccc12,442.0,
CHEMBL4638358,CCOC(=O)Cc1nn(CNC(=O)CCCN2CCN(c3ccc(C)c(C)c3)CC2)c(=O)c2c(F)cccc12,37.0,
CHEMBL4644352,O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2c(F)cccn12,35.5,
CHEMBL4633978,O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2ccc(Cl)cn12,144.0,
CHEMBL4636321,O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2c(Cl)cccn12,368.0,
CHEMBL4634009,COc1cccc2nn(CCCCN3CCN(c4cccc5sccc45)CC3)c(=O)n12,13.0,
CHEMBL4644742,N#Cc1cccc2nn(CCCCN3CCN(c4cccc5sccc45)CC3)c(=O)n12,104.0,
CHEMBL4644391,N#Cc1ccc2nn(CCCCN3CCN(c4cccc5sccc45)CC3)c(=O)n2c1,11.0,
CHEMBL2355519,Cl.O=C(c1ccc(F)cc1)C1CCN(CCn2c(=S)[nH]c3ccccc3c2=O)CC1,1.51,
CHEMBL2206440,COc1ccccc1C1CCN(c2ccn3c(CC4CC4)nnc3c2Cl)CC1,1300.0,
CHEMBL4639821,COc1c(OCCOCCOCCOCCOc2ccc(C3CCN(c4ccn5c(CC6CC6)nnc5c4Cl)CC3)cc2)cccc1C(=O)C1CCN(CCc2ccc(F)cc2)CC1,288.4,
CHEMBL4777098,CN1CC(=O)N(CCCCN2CCN(c3cccc4sccc34)CC2)c2ccccc2C1=O,42.66,
CHEMBL5079070,CC(C)N(C)CCc1cn(C)c2cccc(O)c12,112.0,
CHEMBL3980161,Cc1nc(C)n(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3nc4ccc(-c5noc(C)n5)cc4[nH]3)C[C@H]2C)n1,16000.0,
CHEMBL5205903,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCC(F)(F)F)cc2)CC1,0.54,
CHEMBL5198919,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCCC(F)F)cc2)CC1,4.64,
CHEMBL5198741,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCCCCF)cc2)CC1,2.35,
CHEMBL5184297,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCC(C)(C)F)cc2)CC1,3.13,
CHEMBL5208211,CC(C)Cc1ccc(CNC(=O)N(Cc2ccc(F)cn2)C2CCN(C)CC2)cc1,26.4,
CHEMBL5193532,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCCC(N(C)C)C2)cc1,500.0,
CHEMBL5201875,CC(C)COc1ccc(CNC(=O)N(Cc2cccc3[nH]cnc23)C2CCN(C)CC2)cc1,500.0,
CHEMBL5173149,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OC(F)(F)C(F)(F)F)cc2)CC1,10.04,
CHEMBL5200074,CC(C)OCc1ccc(CNC(=O)N(Cc2ccc(F)cn2)C2CCN(C)CC2)cc1,42.78,
CHEMBL5197899,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc3c(c2)CC(C)(C)O3)CC1,2.54,
CHEMBL5199061,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)nn2)C2CCN(C)CC2)cc1,500.0,
CHEMBL5400876,c1ccc(N2CCN(CCCc3nc4ccccc4s3)CC2)nc1,370.0,
CHEMBL5414859,CN1CCC(N(Cc2ccc(F)cc2)C(=O)NCc2ccc3c(c2)CC(C)(C)O3)CC1,0.05012,
CHEMBL5403965,CC1COc2ccc(CNC(=O)N(Cc3ccc(F)cc3)C3CCN(C)CC3)cc21,12.6,
CHEMBL5401371,O=C1C[C@]2(CN3CCC2CC3)Oc2ccccc21,10000.0,
CHEMBL1989287,COc1ccc2c(c1OC)C[C@@H]1c3c(cc4c(c3-2)OCO4)CCN1C,564.0,
CHEMBL5715930,CCCCOc1c(OC)cc(C(=O)NCC2(N(C)C)CCOCC2)cc1OC.Cl,1300.0,
CHEMBL1852472,CCCc1nc(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1,39.0,
CHEMBL1852587,Cc1cccc(N2CCN(CCCNC(=O)c3nc(C)n(CC(C)C)c3C)CC2)c1C,217.0,
CHEMBL3681360,CCCc1nc(C(=O)NCC(O)CN2CCN(c3cccc(C)c3C)CC2)cn1-c1ccc(Cl)cc1,147.0,
CHEMBL1852666,Cc1nc(C(=O)NCC(O)CN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccc2c(c1)OCCO2,9.86,
CHEMBL4449354,O=C(c1cccn2ccnc12)N1CCN(CCc2ccccc2Cl)CC1,4.0,
CHEMBL4083333,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2,15.1,
CHEMBL5984307,O=C1Cc2cc(CCN3CCN(c4cccc5sccc45)CC3)ccc2N1,6.36,
CHEMBL5771063,O=C1CCc2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc2N1,169.0,
CHEMBL5827903,O=c1[nH]cnc2ccc(CCCCCN3CCN(c4cccc5sccc45)CC3)cc12,201.0,
CHEMBL5988023,O=C1CCc2ccc(CCN3CCN(c4cccc5sc(F)cc45)CC3)cc2N1,257.0,
CHEMBL5785243,Cn1c(=O)[nH]c2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc21,93.3,
CHEMBL5770003,COc1cc2c(N3CCN(CCc4ccc5c(c4)CCC(=O)N5)CC3)cccc2s1,1050.0,
CHEMBL5909924,O=C1COc2ccc(CCN3CCC(c4cccc5sccc45)CC3)cc2N1,173.0,
CHEMBL5830707,COc1ccc2[nH]cc(CCCCN3CCN(c4cccc5sccc45)CC3)c2c1,393.0,
CHEMBL5997477,N#Cc1ccc2[nH]cc(CCCN3CCN(c4cccc5sccc45)CC3)c2c1,819.0,
CHEMBL5858241,O=C1Cc2cc(CCN3CCN(c4cccc5sc(F)cc45)CC3)c(Cl)cc2N1,716.0,
CHEMBL6001202,CN1C(=O)COc2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc21,461.0,
CHEMBL5792875,Nc1nc2cccc(CCN3CCN(c4cccc5sccc45)CC3)c2s1,15.9,
CHEMBL5904347,CC(=O)Nc1nc2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc2s1,18.9,
CHEMBL5763871,Cn1nccc1-c1cc(NC(=O)NCc2ccc(Cl)cc2)ccc1OCCN1CCCC1,10.2,
CHEMBL65547,CN(C)CCc1c[nH]c2cccc(O)c12,500.0,
CHEMBL65547,CN(C)CCc1c[nH]c2cccc(O)c12,500.0,
CHEMBL5939303,COc1ccc(CCc2ccccc2OC[C@@H](CN(C)C)OC(=O)CCC(=O)O)cc1,7.5,
CHEMBL65547,CN(C)CCc1c[nH]c2cccc(O)c12,112.0,
CHEMBL5790927,CCCCC/C=C\C/C=C\CCCCCCCC(=O)Oc1cccc2[nH]cc(CCN(C)C)c12,516.0,
CHEMBL128,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,7943.28,
CHEMBL83731,NCC1CC2c3ccccc3Cc3ccccc3N2O1,15.85,
CHEMBL310183,CN(C)CC1CC2c3ccccc3Oc3ccc(Cl)cc3N2O1,1.905,
CHEMBL83658,CN(C)CC1CC2c3ccccc3Cc3ccccc3N2O1,22.91,
CHEMBL115249,CCOc1ccc(CCOC(=O)N2CCN(CCCc3ccccc3)CC2)cc1,980.0,
CHEMBL113956,CCOc1ccc(CCNC(=O)N2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,231.0,
CHEMBL84081,CN(C)CC1CC2c3ccccc3Cc3cc(F)ccc3N2O1,6.918,
CHEMBL314885,CN(C)CC1CC2c3cc(F)ccc3Cc3ccccc3N2O1,53.7,
CHEMBL131482,CC1SC2(CCCC2)C(=O)N1CCCCN1CCN(c2csc3cc(F)ccc23)CC1,8.0,
CHEMBL179234,O=C(c1ccc2nc(N3CCN(C4CC4)CC3)ccc2c1)C1CC1,10000.0,
CHEMBL179993,CCN(C(=O)Cc1ccc(S(=O)(=O)N(C)C)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,800.0,
CHEMBL54786,O=C1Cc2cc(CCN3CCN(c4cccc5ccccc45)CC3)ccc2N1,20.0,
CHEMBL436513,CC(C)(NC1=NCCNC(c2ccc(F)cc2F)=C1)C1CCC1,1.4,
CHEMBL218533,CCN(CC)C1=NCCNC(c2ccccc2F)=C1,1000.0,
CHEMBL386613,CCC1(NC2=NCCNC(c3ccccc3F)=C2)CCCC1,3.6,
CHEMBL374497,Cc1ccc(C2=CC(N3CCNCC3)=NCCN2)cc1,1000.0,
CHEMBL219265,CCC(C)(CC)NC1=NCCNC(c2ccc(F)cc2)=C1,1.5,
CHEMBL261434,Cc1cccc(N2CCN(CCCC(=O)NCc3nc4ccc(F)cc4c(=O)n3-c3ccccc3)CC2)c1C,420.0,
CHEMBL480699,COc1ccc2[nH]cc(C(=O)Nc3ccc(Oc4cccnc4C)nc3)c2c1,10000.0,
CHEMBL488911,CN(C)Cc1cc(N)ccc1Oc1ccc(Cl)c(Cl)c1,724.0,
CHEMBL488021,CNCc1cc(F)ccc1Oc1ccc(C)c(C)c1,52.4,
CHEMBL455425,CNCc1cc(C)c(C)cc1Oc1ccc(Cl)c(Cl)c1,79.4,
CHEMBL510435,CNCc1ccc(C#N)cc1Oc1ccc(Cl)c(Cl)c1,315.0,
CHEMBL455426,CNCc1cc(C(N)=O)ccc1Oc1ccc(Cl)c(Cl)c1,1550.0,
CHEMBL448461,CNCc1cc(F)ccc1Oc1ccc(Cl)c(F)c1,2010.0,
CHEMBL453630,CNC(C)c1cc(C(F)(F)F)ccc1Oc1ccc(Cl)c(Cl)c1,291.0,
CHEMBL453631,CNC(C)c1cc(C)ccc1Oc1ccc(Cl)c(Cl)c1,172.0,
CHEMBL584046,CN(C)CCn1cc(S(=O)(=O)c2cccc(Cl)c2)c2cccnc21,131.0,
CHEMBL605089,CC1CCCN(CCc2cccc3[nH]cc(S(=O)(=O)c4ccccc4)c23)C1,57.0,
CHEMBL603272,COc1ccccc1N1CCN(CCCN(CC2CC2)S(=O)(=O)c2ccc3ccccc3c2)CC1,85.8,
CHEMBL600607,O=S(=O)(c1cccc2cccnc12)N(CCCN1CCN(c2ccccc2)CC1)CC1CC1,292.0,
CHEMBL608425,COc1ccc(NC(=O)Nc2cccc(C#N)c2)cc1-c1c(Br)cnn1C,6.31,
CHEMBL596735,Cn1ncc(Br)c1-c1cc(NC(=O)Nc2ccc(Cl)cc2)ccc1OC(F)(F)F,15.85,
CHEMBL598378,Cn1ncc(Br)c1-c1cc(NC(=O)Nc2ccc(Cl)cc2)ccc1OCc1ccccc1,7.943,
CHEMBL610208,COc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1-c1c(Cl)cnn1C,0.5012,
