molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL117537,O=C(CCCc1ccccc1)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,950.0,
CHEMBL420965,c1ccc(CNC[C@@H]2CCN(CCc3c[nH]c4ccc(-n5cnnc5)cc34)C2)cc1,4400.0,
CHEMBL84931,CN(C)CC1CC2c3ccccc3Cc3ccc(F)cc3N2O1,1.148,
CHEMBL83658,CN(C)CC1CC2c3ccccc3Cc3ccccc3N2O1,22.91,
CHEMBL82635,Cc1cccc2c1Cc1ccccc1C1CC(CN(C)C)ON21,91.2,
CHEMBL85735,Cc1ccc2c(c1)N1OC(CN(C)C)CC1c1ccccc1C2,3.09,
CHEMBL84810,CN(C)CC1CC2c3c(cccc3C(F)(F)F)Cc3ccccc3N2O1,67.61,
CHEMBL6437,CN1CCN2c3ccccc3Cc3ccccc3C2C1,20.89,
CHEMBL313714,OC[C@H](NC1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1)c1ccc(F)cc1,1100.0,
CHEMBL179578,c1ccc2nc(N3CCN(C4CC4)CC3)ccc2c1,10000.0,
CHEMBL218479,CCC(C)(CC)NC1=NCCNC(c2ccccc2F)=C1,14.5,
CHEMBL218336,CCN(CC)C1=NCCNC(c2ccc(C)cc2)=C1,1000.0,
CHEMBL259199,CCOc1ccccc1N1CCN(CCCC(=O)NCc2nc3cc(F)ccc3c(=O)n2-c2ccc(OC)cc2)CC1,2100.0,
CHEMBL493816,COc1ccc(S(=O)(=O)NCCCN2CCN(c3ccc(F)cc3)CC2)cc1,74.0,
CHEMBL51,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,2.5,
CHEMBL471663,CCCCN1CCC(COc2nc3ccsc3n3cccc23)CC1,165.96,
CHEMBL472389,CNCc1cc(F)ccc1Oc1ccccc1,670.0,
CHEMBL257423,CN(C)Cc1ccccc1Oc1ccc(Cl)cc1,1980.0,
CHEMBL447733,CN(C)Cc1ccccc1Oc1ccc(F)c(F)c1,1000.0,
CHEMBL488437,CNC(C)c1cc(F)ccc1Oc1ccc(Cl)c(Cl)c1,301.0,
CHEMBL500329,CNCc1ccc(OC)cc1Oc1ccc(Cl)c(Cl)c1,105.0,
CHEMBL453879,CNCc1ccc(Cl)cc1Oc1ccc(F)c(Cl)c1,60.9,
CHEMBL569475,Cn1ncc(Br)c1-c1cc(NC(=O)Nc2ccc(Cl)cc2)ccc1OCCN1CCCC1,1.9,
CHEMBL594519,CC(C)NCCCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12,5979.0,
CHEMBL601250,COc1ccc(S(=O)(=O)N(CCCN2CCN(c3ccccc3OC)CC2)CC2CC2)cc1,2210.0,
CHEMBL602677,COc1ccccc1N1CCN(CCCN(CC2CC2)S(=O)(=O)c2cccc3cccnc23)CC1,561.0,
CHEMBL602889,O=S(=O)(c1cccc2cccnc12)N(CCCN1CCN(c2ccc(F)cc2)CC1)CC1CC1,8.3,
CHEMBL603499,COc1ccccc1N1CCN(CCC(C)NS(=O)(=O)c2ccc3ccccc3c2)CC1,664.0,
CHEMBL591223,COc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1-c1c(Br)cnn1C,0.7943,
CHEMBL603078,COc1ccc(NC(=O)Nc2ccc(F)cc2)cc1-c1c(Br)cnn1C,0.2512,
CHEMBL599226,COc1ccc(NC(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1c(Br)cnn1C,0.3981,
CHEMBL596975,COc1ccc(NC(=O)Nc2ccc(N(C)C)cc2)cc1-c1c(Br)cnn1C,50.12,
CHEMBL1080746,Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3)CC2)cc(-c2ccccc2)n1N1CCCCC1,441.0,
CHEMBL1081302,Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3)CC2)cc(-c2ccccc2)n1Cc1ccccc1,179.0,
CHEMBL1081303,Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3)CC2)cc(-c2ccccc2)n1CC1CCCCC1,1067.0,
CHEMBL1086626,Cc1[nH]c(-c2ccccc2)cc1C(=O)NCCCN1CCN(c2cccc(Cl)c2Cl)CC1,300.0,
CHEMBL1088312,Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(-c2ccccc2)n1CC(C)C,406.0,
CHEMBL1080554,Cc1cccc(N2CCN(CCCCNC(=O)c3cc(-c4ccccc4)n(C)c3C)CC2)c1C,61.0,
CHEMBL1092921,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCC2CCN(C(=O)c3cc(F)ccc3F)CC2)C1,10000.0,
CHEMBL1093469,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCN2CCN(C(=O)c3ccccc3)CC2)C1,10000.0,
CHEMBL1081644,Cc1cccc(N2CCN(CCCNC(=O)c3cc(-c4ccccc4)n(C)c3C)CC2)c1C,57.0,
CHEMBL1214046,CCCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3cccc(Br)c3)CC2)c1C,221.0,
CHEMBL1214177,Cc1c(C(=O)N(C)CCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(-c2ccccc2)n1C,39.0,
CHEMBL1214367,Cc1cccc(N2CCN(CCCNC(=O)c3cc(-c4ccc(Cl)cc4)n(C)c3C)CC2)c1C.Cl,213.0,
CHEMBL1213675,Cc1c(Cl)cccc1N1CCN(CCNC(=O)c2cc(-c3ccccc3)n(C)c2C)CC1,152.0,
CHEMBL1222364,CCN(c1cccc(N2CCN(C)CC2)c1)S(=O)(=O)c1ccc2ccccc2c1,218.0,
CHEMBL1271873,Cc1cc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)nc(C(C)(C)C)n1.Cl,274.0,
CHEMBL3217176,Cc1cccc(N2CCN(CCCNC(=O)c3nc(C)n(-c4ccccc4)c3C)CC2)c1C.Cl.Cl,91.0,
CHEMBL3216085,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)c(C)n1-c1ccccc1.Cl.Cl,75.0,
CHEMBL3216501,Cc1cccc(N2CCN(CCCNC(=O)c3cn(-c4ccccc4)c(-c4ccccc4)n3)CC2)c1C.Cl.Cl,13.2,
CHEMBL3216754,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)c(C)n1-c1ccccc1Cl.Cl.Cl.Cl,90.0,
CHEMBL3216095,Cc1c(C(=O)NCC(O)CN2CCN(c3cccc(Cl)c3Cl)CC2)nc(-c2ccccc2)n1-c1ccccc1.Cl.Cl.Cl.Cl,24.0,
CHEMBL3216521,Cc1cccc(N2CCN(CC(O)CNC(=O)c3nc(-c4ccccc4)n(-c4ccccc4)c3C)CC2)c1C.Cl.Cl,58.6,
CHEMBL3215852,COc1ccccc1-n1c(C)nc(C(=O)NCC(O)CN2CCN(c3cccc(Cl)c3Cl)CC2)c1C.Cl.Cl.Cl.Cl,52.1,
CHEMBL3216075,CCCc1nc(C(=O)NCC(O)CN2CCN(c3cccc(Cl)c3C)CC2)cn1-c1ccc(Cl)cc1.Cl.Cl.Cl.Cl,107.0,
CHEMBL3216504,CCCc1nc(C(=O)NCC(O)CN2CCN(c3cccc(Cl)c3C)CC2)c(C)n1-c1ccc2c(c1)OCCO2.Cl.Cl.Cl,237.0,
CHEMBL3215619,Cc1c(Cl)cccc1N1CCN(C[C@H](O)CNC(=O)c2nc(-c3ccccc3)n(-c3ccc(F)cc3)c2C)CC1.Cl.Cl.Cl,95.0,
CHEMBL3216097,CCc1nc(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1.Cl.Cl.Cl.Cl,27.0,
CHEMBL3216979,CCCn1c(C)nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C.Cl.Cl.Cl.Cl,26.0,
CHEMBL3216303,Cc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1C1CCCC1.Cl.Cl.Cl.Cl,55.0,
CHEMBL493,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,36.0,
CHEMBL672,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,2118.0,
CHEMBL30008,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,407.0,
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,75.0,
CHEMBL657,CN(C)CCOC(c1ccccc1)c1ccccc1,1295.0,
CHEMBL1255837,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O.CS(=O)(=O)O,15.0,
CHEMBL1172,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,33.0,
CHEMBL1200406,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,693.0,
CHEMBL415,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,67.0,
CHEMBL1479,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,8850.0,
CHEMBL219916,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,37.0,
CHEMBL511,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,997.0,
CHEMBL86,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,3675.0,
CHEMBL91,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,3907.0,
CHEMBL6966,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,442.0,
CHEMBL83,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,4801.0,
CHEMBL1933408,CN1CCC(N(C)S(=O)(=O)c2ccc(C(F)(F)F)cc2)CC1,1683.0,
CHEMBL1933409,CN1CCC(N(C)S(=O)(=O)c2cccc(F)c2)CC1,1859.0,
CHEMBL1933413,CN1CCC(N(C)S(=O)(=O)c2ccccc2Cl)CC1,3180.0,
CHEMBL715,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,7.0,
CHEMBL414668,C1=C(c2c(-c3ccccc3)[nH]c3ccccc23)CCNC1,50.0,
CHEMBL2376491,Cc1[nH]c2ccc(-c3ccccc3)cc2c1C1=CCNCC1,1000.0,
CHEMBL2376482,Cc1[nH]c2ccc(Br)cc2c1C1=CCNCC1,400.0,
CHEMBL51,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,80.0,
CHEMBL2393239,COc1cccc(Nc2nc(N3CCN(C)CC3)nc3c2CCNCC3)c1.Cl,10000.0,
CHEMBL2393233,CN1CCN(c2nc3c(c(N(C)C)n2)CCNCC3)CC1.Cl,10000.0,
CHEMBL2393257,CCNc1nc(Nc2ccc(F)cc2)c2cn[nH]c2n1,10000.0,
CHEMBL2393255,CCN(CC)c1nc(Nc2ccccc2C)c2cn[nH]c2n1,4578.0,
CHEMBL2393268,CCN(CC)c1nc(Nc2ccc(F)cc2)c2cn[nH]c2n1,4535.0,
CHEMBL2393263,Fc1ccc(Nc2nc(NC3CCCC3)nc3[nH]ncc23)cc1,4499.0,
CHEMBL2393272,CC1CCN(c2nc(Nc3ccc(F)cc3)c3cn[nH]c3n2)CC1,3673.0,
CHEMBL2393242,Cl.c1ccc(Cc2nc3c(c(N4CCSCC4)n2)CCNCC3)cc1,1271.0,
CHEMBL2393274,OCCN1CCN(c2nc(Nc3ccc(F)cc3)c3cn[nH]c3n2)CC1,163.0,
CHEMBL2393251,CN1CCN(c2nc(Nc3ccccc3)c3cn[nH]c3n2)CC1,25.1,
CHEMBL51,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,0.77,
CHEMBL643,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,23.0,
CHEMBL3398389,CN(C)/C=N/N=C/c1cn(S(=O)(=O)c2ccccc2)c2cccc([N+](=O)[O-])c12,329.0,
CHEMBL3398398,CN(C)/C=N/N=C/c1cn(S(=O)(=O)c2ccc3ccccc3c2)c2cccc([N+](=O)[O-])c12,433.0,
CHEMBL3600977,O=C(NCc1ccc(-c2ccc(Cl)cc2)cc1)Nc1ccc(CN2CCCCC2)cc1,29.0,
CHEMBL3600978,Clc1ccc(-c2ccc(CCCNc3ccc(CN4CCCCC4)cc3)nn2)cc1,138.0,
CHEMBL3600980,COc1ccc(-c2ccc(CCCNc3ccc(CN4CCCCC4)cc3)nn2)cc1,1810.0,
CHEMBL3600981,N#Cc1ccc(-c2ccc(CCCNc3ccc(CN4CCCCC4)cc3)nn2)cc1,1460.0,
CHEMBL3601032,COc1ccc(-c2ccc(CCCNc3ccc(CN4CCOCC4)cc3)nn2)cc1,10000.0,
CHEMBL3601036,OC1CCN(Cc2ccc(NCCCc3ccc(OCc4ccccc4)nn3)cc2)CC1,10000.0,
CHEMBL3609165,OCCN1CCN(c2nc(Nc3ccccc3F)c3ccccc3n2)CC1,1370.0,
CHEMBL1852517,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3C)CC2)c(C)n1-c1ccc(OC)cc1,15.2,
CHEMBL3681355,CCCn1c(C)nc(C(=O)NCC(O)CN2CCN(c3cccc(Cl)c3C)CC2)c1C,480.0,
CHEMBL3681350,c1cnc2c(N3CCNCC3)cccc2c1,70.9,
CHEMBL1852779,COc1cc(OC)cc(-n2c(C)nc(C(=O)NCCCN3CCN(c4cccc(C)c4C)CC3)c2C)c1,32.0,
CHEMBL3681367,COc1ccc(-n2cc(C(=O)NCC(O)CN3CCN(c4cccc(Cl)c4Cl)CC3)nc2-c2ccccc2)cc1,137.0,
CHEMBL1852362,CCCc1nc(C(=O)NCC(O)CN2CCN(c3cccc(C)c3C)CC2)c(C)n1-c1ccc(OC)cc1,126.0,
CHEMBL3805376,CNC(=O)c1ccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1,820.0,
CHEMBL3805704,CNC(=O)c1cccc(OCCCCN2CCN(c3cccc4sccc34)CC2)c1,216.0,
CHEMBL3806169,NC(=O)c1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,1100.0,
CHEMBL3805772,CCNC(=O)c1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,670.0,
CHEMBL3805826,CCCCCNC(=O)c1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,1100.0,
CHEMBL3805515,CNC(=O)c1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1OC,720.0,
CHEMBL3805046,CNC(=O)c1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1F,30.3,
CHEMBL3665545,COCCOc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1ccnn1C,4.4,
CHEMBL4067506,Cc1nc2n(c(=O)c1CCN1CCN(c3csc4ccsc34)CC1)CCCC2O,651.0,
CHEMBL4074373,Cc1nc2n(c(=O)c1CCN1CCN(c3nsc4ccccc34)CC1)CCCC2F,89.0,
CHEMBL4062992,Cc1nc2n(c(=O)c1CCN1CCN(c3nsc4ccccc34)CC1)CCCC2(F)F,17.0,
CHEMBL4087132,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2(F)F.Cl,11.5,
CHEMBL4074326,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCC=C2.Cl,37.6,
CHEMBL4210637,CCNC(=O)c1cc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)ccn1,95.5,
CHEMBL4212812,Cc1cc(OCCCN2CCN(c3ccccc3)CC2)ccc1Cl.Cl.Cl,85800.0,
CHEMBL4217761,Cc1cccc(OCCOCCN2CCN(CCc3ccccc3)CC2)c1C.Cl.Cl,6970.0,
CHEMBL74355,COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,4.8,
CHEMBL4226858,C#CCOCCOCCOc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,56.23,
CHEMBL4226407,COc1c(OCCOCCOCCOCCOCCOCCOc2cccc(C(=O)C3CCN(CCc4ccc(F)cc4)CC3)c2OC)cccc1C(=O)C1CCN(CCc2ccc(F)cc2)CC1,39.8,
CHEMBL4277101,O=C1[C@@H]2[C@H](C(=O)N1CCCCN1CCN(c3cccc4sccc34)CC1)[C@H]1C=C[C@@H]2C1,24.6,
CHEMBL4278581,O=C1[C@@H]2[C@H](C(=O)N1CCCCN1CCN(c3cccc4ccsc34)CC1)[C@H]1C=C[C@@H]2C1,32.0,
CHEMBL4292254,Cc1ccc(C23CC2C(=O)N(CCCCN2CCN(c4cccc5sccc45)CC2)C3=O)cc1,1660.0,
CHEMBL4287980,O=C1C2CC=CCC2C(=O)N1CCCCN1CCN(c2cccc3sccc23)CC1,0.6,
CHEMBL4290309,CC(=O)O[C@@H]1[C@@H]2C[C@H]([C@@H]1OC(C)=O)[C@H]1C(=O)N(CCCCN3CCN(c4cccc5sccc45)CC3)C(=O)[C@@H]21,546.0,
CHEMBL4286905,O=C1c2cccc(F)c2C(=O)N1CCCCN1CCN(c2cccc3sccc23)CC1,318.0,
CHEMBL4291215,CC1(C)CC(=O)N(CCCCN2CCN(c3cccc4sccc34)CC2)C(=O)C1,134.0,
CHEMBL501235,COc1cc(/C=C/C(=O)O)cc(OC)c1OC,10000.0,
CHEMBL4642837,CCOC(=O)Cc1nn(CNC(=O)CCN2CCN(c3c(C)cccc3C)CC2)c(=O)c2ccccc12,6110.0,
CHEMBL4647041,CCOC(=O)Cc1nn(CNC(=O)CCN2CCN(c3cccc(C)c3C)CC2)c(=O)c2cc(F)ccc12,435.0,
CHEMBL4633971,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C(=O)C[C@H](N)C(=O)O)CC2)cc1,34.65,
CHEMBL4638548,CN1CCC(N(Cc2ccc(F)cc2)C(=O)NCc2ccc(OCC(O)CN3CCN(C(=O)OC(C)(C)C)CC3)cc2)CC1,1.93,
CHEMBL4647011,O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2ccc(F)cn12,46.3,
CHEMBL4648027,O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2c(Cl)cc(Cl)cn12,652.0,
CHEMBL4649106,O=c1n(CCCCN2CCN(c3cccc4sc(F)cc34)CC2)nc2c(F)cccn12,1070.0,
CHEMBL4647189,[Br-].c1ccc(CS/C(=N/CC[N+]2(Cc3ccccc3)CCN(c3ncccn3)CC2)C23CC4CC(CC(C4)C2)C3)cc1,10000.0,
CHEMBL4646835,COc1cccc(C2CCN(c3ccn4c(CC5CC5)nnc4c3Cl)CC2)c1,4100.0,
CHEMBL4643961,COCCOc1ccccc1C1CCN(c2ccn3c(CC4CC4)nnc3c2Cl)CC1,3900.0,
CHEMBL4636980,COCCOc1cccc(C(=O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,9.333,
CHEMBL4794013,CC(C)N(CCCN1CCC(c2noc3cc(F)ccc23)CC1)C(=O)c1ccccc1,11.6,
CHEMBL4749144,O=C(c1ccccc1)N(CCCN1CCC(c2noc3cc(F)ccc23)CC1)C1COC1,18.8,
CHEMBL4763837,O=C1NCC(=O)N(CCCCN2CCN(c3cccc4sccc34)CC2)c2cc(F)ccc21,24.55,
CHEMBL4777475,O=c1[nH]c(=O)n(CCCCN2CCN(c3cccc4sccc34)CC2)c2ccccc12,128.82,
CHEMBL51,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,19.6,
CHEMBL4867414,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc(-n5ccc6ncccc6c5=O)cc4)CC3)c2c1,10000.0,
CHEMBL65547,CN(C)CCc1c[nH]c2cccc(O)c12,8.34,
CHEMBL5081637,CN(CCc1cn(C)c2cccc(O)c12)CC1CC1,140.0,
CHEMBL5188595,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CC(N(C)C)C2)cc1,138.8,
CHEMBL5194786,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCC(N(C)C)C2)cc1,110.2,
CHEMBL5184906,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCCC(F)(F)F)cc2)CC1,4.7,
CHEMBL5197899,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc3c(c2)CC(C)(C)O3)CC1,3.49,
CHEMBL5205849,CC(C)c1cc2cc(CNC(=O)N(Cc3ccc(F)cn3)C3CCN(C)CC3)ccc2o1,20.9,
CHEMBL5200788,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCC(F)(F)F)c(Br)c2)CC1,12.0,
CHEMBL5174421,CC(C)COc1ccc(CNC(=O)N(Cc2cccc3sccc23)C2CCN(C)CC2)cc1,500.0,
CHEMBL5176379,Cc1noc(C)c1CN(C(=O)NCc1ccc(OCC(C)C)cc1)C1CCN(C)CC1,500.0,
CHEMBL5194786,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCC(N(C)C)C2)cc1,101.0,
CHEMBL5200788,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCC(F)(F)F)c(Br)c2)CC1,8.85,
CHEMBL5201875,CC(C)COc1ccc(CNC(=O)N(Cc2cccc3[nH]cnc23)C2CCN(C)CC2)cc1,500.0,
CHEMBL5169670,CC(C)COc1ccc(CNC(=O)N(Cc2cn[nH]c2)C2CCN(C)CC2)cc1,500.0,
CHEMBL2355519,Cl.O=C(c1ccc(F)cc1)C1CCN(CCn2c(=S)[nH]c3ccccc3c2=O)CC1,5.27,
CHEMBL2111101,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,79.43,
CHEMBL5441076,O=C1C[C@]2(CN3CCC2CC3)Oc2cc(O)ccc21,100000.0,
CHEMBL3183055,CN(C)CCc1c[nH]c2ccccc12.O=C(O)/C=C/C(=O)O,150.0,
CHEMBL2017291,COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n([C@H](C)c3ccccn3)c12,40000.0,
CHEMBL5618291,Cl.c1ccc2c(c1)nnn2CCCCN1CCN(c2nsc3ccccc23)CC1,0.27,
CHEMBL2017291,COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n([C@H](C)c3ccccn3)c12,40000.0,
CHEMBL3681371,CCc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3)CC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Br)cc1,1262.0,
CHEMBL3652593,Cn1nccc1-c1cc(NC(=O)c2ccno2)ccc1OCCN,91.0,
CHEMBL3681350,c1cnc2c(N3CCNCC3)cccc2c1,70.9,
CHEMBL1852361,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)cn1-c1ccc(Cl)cc1,32.4,
CHEMBL3681356,COc1ccccc1-n1c(C)nc(C(=O)NCC(O)CN2CCN(c3cccc(C)c3C)CC2)c1C,389.0,
CHEMBL3681359,CCc1nc(C(=O)NCC(O)CN2CCN(c3cccc(C)c3C)CC2)c(C)n1-c1ccccc1,469.0,
CHEMBL1852333,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)cn1-c1ccccc1,133.0,
CHEMBL1852774,CCCc1nc(C(=O)NCC(O)CN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccc(OC)cc1,63.1,
CHEMBL1852659,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccc(OC)cc1,5.17,
CHEMBL3681369,Cc1ccc(-n2c(C)nc(C(=O)NCCCN3CCN(c4cccc(C)c4C)CC3)c2C)cc1,33.0,
CHEMBL1852370,Cc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1F,16.8,
CHEMBL3952456,Cn1nc(C(=O)N2CCN(CC(=O)c3ccc(F)cc3)CC2)cc1-c1ccco1,4.8,
CHEMBL471036,c1ccc2cc(COC3CCNCC3)ccc2c1,1000.0,
CHEMBL4087246,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4c3CCS4)CC1)CCCC2O,26.4,
CHEMBL5995642,O=C1Cc2cc(CCN3CCN(c4cccc5sccc45)CC3)c(Cl)cc2N1,74.6,
CHEMBL5865978,Cc1nc2c(OCc3ccccc3)cccn2c(=O)c1CCN1CCN(c2cccc3sccc23)CC1,350.0,
CHEMBL5920687,Cc1nc2ccc(CCCCCN3CCN(c4cccc5sccc45)CC3)cc2c(=O)[nH]1,781.0,
CHEMBL5750687,Cc1ncsc1CCN1CCN(c2cccc3sccc23)CC1,49.5,
CHEMBL5967130,O=c1[nH]c2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,4.91,
CHEMBL5839359,O=C1COc2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc2N1,42.1,
CHEMBL5856131,O=c1ccc2ccc(CCN3CCN(c4cncc5sccc45)CC3)cc2[nH]1,286.0,
CHEMBL5900385,O=C1CCc2cc(CCN3CCN(c4cccc5sc(F)cc45)CC3)ccc2N1,40.3,
CHEMBL5836244,O=C1COc2cc(F)c(CCN3CCN(c4cccc5sccc45)CC3)cc2N1,81.5,
CHEMBL6040679,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4cccc5sccc45)CC3)c2c1,332.0,
CHEMBL6014626,Cn1c(=O)n(C)c2cc(CCN3CCN(c4cccc5sccc45)CC3)ccc21,88.0,
CHEMBL5890339,O=C1CCc2cc(CCCCN3CCN(c4cccc5sccc45)CC3)ccc2N1,400.0,
CHEMBL5787863,O=C1Cc2cc(CCCCN3CCN(c4cccc5sccc45)CC3)ccc2N1,257.0,
CHEMBL5866977,COC(CN1CCN(c2cccc3sccc23)CC1)c1cccc2c1OCC(=O)N2,17.0,
CHEMBL5925148,O=C1CCc2ccc(C(O)CCCCN3CCN(c4cccc5sccc45)CC3)cc2N1,108.0,
CHEMBL3652592,Cn1nccc1-c1cc(NC(=O)C(=O)c2ccc(F)cc2)ccc1OCCN,0.025,
CHEMBL3652595,Cn1ncc(Cl)c1-c1cc(NC(=O)C2CCC(C(F)(F)F)CC2)ccc1OCCN,0.26,
CHEMBL65547,CN(C)CCc1c[nH]c2cccc(O)c12,500.0,
CHEMBL5969000,CN1CCC[C@H]1Cc1c[nH]c2cccc(F)c12,5000.0,
CHEMBL5028661,CN(C)CCc1c[nH]c2cccc(OCc3ccccc3)c12,106.0,
CHEMBL292779,Fc1cccc(CCN2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)c1,370.0,
CHEMBL310018,CN(C)CCCC1CC2c3ccccc3Cc3ccccc3N2O1,3.89,
CHEMBL331188,CN(C)CC1CC2c3cccnc3Cc3ccccc3N2O1,1000.0,
CHEMBL315424,CN(C)CC1CC2c3cccc(Cl)c3Cc3ccccc3N2O1,1000.0,
